ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7679813,Source1,2,2017-09-07 16:36:06,2017-09-07 22:36:06,42.69302,-73.82659,42.69108,-73.82070999999998,0.327,At Washington Ave/Fuller Rd/Exit 2 - Accident.,I-90 E,Albany,Albany,NY,12206,US,US/Eastern,KALB,2017-09-07 16:51:00,66.9,,68.0,29.83,10.0,SE,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679814,Source1,2,2017-09-07 16:37:36,2017-09-07 22:37:36,42.68416,-73.72097,42.68021,-73.72357,0.303,At RT-32/Exit 6 - Accident.,I-787 S,Albany,Albany,NY,12204,US,US/Eastern,KALB,2017-09-07 16:51:00,66.9,,68.0,29.83,10.0,SE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679820,Source1,2,2017-09-07 22:43:36,2017-09-08 04:43:36,41.907631,-73.768743,41.908321,-73.76843000000002,0.05,At CR-19/Bulls Head Rd - Accident.,Taconic State Pkwy,Clinton Corners,Dutchess,NY,12514,US,US/Eastern,KPOU,2017-09-07 22:53:00,57.0,,87.0,29.96,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7679827,Source1,2,2017-09-07 07:15:06,2017-09-07 13:15:06,40.7685,-73.90657,40.76771,-73.90456,0.119,At Astoria BLD/Grand C Pky/Exit 41 - Accident.,Robert F Kennedy Brg W,Astoria,Queens,NY,11103,US,US/Eastern,KLGA,2017-09-07 06:51:00,61.0,,87.0,29.86,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679828,Source1,2,2017-09-07 07:13:36,2017-09-07 13:13:36,40.76753,-73.90423,40.76863,-73.90663,0.147,At Astoria BLD/Grand C Pky/Exit 41 - Accident.,Astoria Blvd,Astoria,Queens,NY,11103,US,US/Eastern,KLGA,2017-09-07 06:51:00,61.0,,87.0,29.86,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679832,Source1,3,2017-09-07 07:30:06,2017-09-07 13:30:06,40.647168,-73.802137,40.6446,-73.79491999999998,0.418,Between 130th Pl/Service Rd and Beginning of Freeway - Accident.,Van Wyck Expy S,Jamaica,Queens,NY,11430,US,US/Eastern,KJFK,2017-09-07 07:51:00,63.0,,81.0,29.89,10.0,WSW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679839,Source1,2,2017-09-07 07:58:36,2017-09-07 13:58:36,40.95358,-73.8531,40.94739000000001,-73.85070999999998,0.446,Between Tuckahoe Rd and RT-100/Central Park Ave - Accident.,Sprain Brook Pkwy S,Yonkers,Westchester,NY,10710,US,US/Eastern,KHPN,2017-09-07 07:56:00,59.0,,90.0,29.86,10.0,West,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679850,Source1,3,2017-09-07 08:39:51,2017-09-07 14:39:51,40.60177,-74.06107,40.61069000000001,-74.03174,1.6569999999999998,Between I-278/Verrazano-Narrows Brg and Belt Pky - Accident.,I-278 E,Staten Island,Richmond,NY,10305,US,US/Eastern,KEWR,2017-09-07 08:51:00,61.0,,83.0,29.89,10.0,SW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679853,Source1,2,2017-09-07 08:51:51,2017-09-07 14:51:51,40.83602,-73.87392,40.83459000000001,-73.87406,0.099,At I-95/Cross Bronx Expy/Exit 4 - Accident.,E 177th St,Bronx,Bronx,NY,10472,US,US/Eastern,KLGA,2017-09-07 08:51:00,63.0,,81.0,29.87,10.0,SW,6.9,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679854,Source1,2,2017-09-07 08:57:06,2017-09-07 14:57:06,40.80966,-73.90284,40.80953,-73.90303,0.013,At 138 St/Exit 45 - Accident.,Bruckner Expy E,Bronx,Bronx,NY,10455,US,US/Eastern,KLGA,2017-09-07 08:51:00,63.0,,81.0,29.87,10.0,SW,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7679881,Source1,2,2017-09-07 12:42:51,2017-09-07 18:42:51,40.84005,-73.92905999999998,40.84281,-73.92756999999997,0.206,Ramp to Exit 7N/Exit 7S - Accident.,Major Deegan Expy N,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2017-09-07 12:51:00,69.1,,68.0,29.89,10.0,NW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7679882,Source1,2,2017-09-07 14:06:51,2017-09-07 20:06:51,40.83734000000001,-73.88006999999998,40.83808,-73.88168,0.098,At I-895/Sheridan Expy/Exit 4A - Accident.,Cross Bronx Expy W,Bronx,Bronx,NY,10472,US,US/Eastern,KLGA,2017-09-07 13:51:00,71.1,,59.0,29.89,10.0,West,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679883,Source1,3,2017-09-07 14:07:36,2017-09-07 20:07:36,40.89355,-73.88333,40.89872,-73.8793,0.415,At 233rd St/Exit 13 - Accident.,Major Deegan Expy N,Bronx,Bronx,NY,10471,US,US/Eastern,KLGA,2017-09-07 13:51:00,71.1,,59.0,29.89,10.0,West,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679884,Source1,2,2017-09-07 14:07:36,2017-09-07 20:07:36,40.71068,-74.00272,40.70076,-73.99027,0.946,Between Centre St and Cadman Plaza - Accident.,Brooklyn Bridge Walkway,New York,New York,NY,10038,US,US/Eastern,KJRB,2017-09-07 14:15:00,73.4,,53.0,30.42,10.0,West,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679886,Source1,2,2017-09-07 15:32:21,2017-09-07 21:32:21,40.69465,-73.54139,40.69373,-73.54671,0.286,At RT-106/Exit 25 - Accident.,Southern State Pkwy W,Bellmore,Nassau,NY,11710,US,US/Eastern,KFRG,2017-09-07 15:53:00,72.0,,59.0,29.88,10.0,WSW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679887,Source1,3,2017-09-07 15:45:06,2017-09-07 21:45:06,40.64219,-74.14211999999998,40.644837,-74.14101099999998,0.192,Between New Jersey/New York State Line and Kennedy Blvd/Avenue A - Accident.,Bayonne Brg S,Staten Island,Richmond,NY,10302-1116,US,US/Eastern,KEWR,2017-09-07 15:51:00,73.0,,46.0,29.88,10.0,SW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679888,Source1,3,2017-09-07 15:45:06,2017-09-07 21:45:06,40.63848,-74.1437,40.64219,-74.14211999999998,0.269,Between Innis St and New York/New Jersey State Line - Accident.,Bayonne Brg S,Staten Island,Richmond,NY,10303,US,US/Eastern,KEWR,2017-09-07 15:51:00,73.0,,46.0,29.88,10.0,SW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7679890,Source1,2,2017-09-07 17:12:06,2017-09-07 23:12:06,40.77809,-73.6249,40.77901,-73.6254,0.069,At I-495/Exit 29 - Accident.,Northern State Pkwy W,Roslyn Heights,Nassau,NY,11577,US,US/Eastern,KLGA,2017-09-07 16:51:00,73.0,,44.0,29.87,10.0,WSW,13.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679896,Source1,2,2017-09-07 17:41:21,2017-09-07 23:41:21,40.6659,-73.99604000000002,40.66912,-73.99678,0.226,At RT-27/Prospect Expy/Exit 24 - Accident.,Gowanus Expy E,Brooklyn,Kings,NY,11232,US,US/Eastern,KJRB,2017-09-07 17:35:00,73.4,,47.0,30.42,10.0,West,17.3,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7679897,Source1,2,2017-09-07 17:49:36,2017-09-07 23:49:36,40.73752,-73.85096,40.74093,-73.84333000000002,0.464,At Grand Central Pky/Exit 22 - Accident.,Long Island Expy E,Forest Hills,Queens,NY,11375,US,US/Eastern,KLGA,2017-09-07 17:51:00,73.0,,42.0,29.89,10.0,West,10.4,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679898,Source1,2,2017-09-07 17:51:06,2017-09-07 23:51:06,40.85005,-73.94481,40.84921,-73.94082,0.216,At RT-9A/Henry Hudson Pky - Accident.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-09-07 17:51:00,70.0,,53.0,29.89,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679900,Source1,2,2017-09-07 18:50:21,2017-09-08 00:50:21,40.83602,-73.87392,40.83459000000001,-73.87406,0.099,At I-95/Cross Bronx Expy/Exit 4 - Accident.,E 177th St,Bronx,Bronx,NY,10472,US,US/Eastern,KLGA,2017-09-07 18:51:00,72.0,,44.0,29.91,10.0,West,15.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679902,Source1,3,2017-09-07 19:08:21,2017-09-08 01:08:21,40.72513,-74.00699,40.7305,-74.03615,1.571,Between Broome St and 14th St/Boyle Plz - Accident., Dominick St,New York,New York,NY,10013-1404,US,US/Eastern,KJRB,2017-09-07 19:15:00,71.6,,50.0,30.42,10.0,West,15.0,9.96,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7679903,Source1,3,2017-09-07 20:36:06,2017-09-08 02:36:06,40.72685,-73.97196,40.72661,-73.97201,0.017,At 14th St - Accident.,FDR Dr S,New York,New York,NY,10009,US,US/Eastern,KJRB,2017-09-07 20:35:00,69.8,,56.0,30.42,10.0,West,11.5,,Clear,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7679904,Source1,2,2017-09-07 20:36:51,2017-09-08 02:36:51,40.78121,-73.56371999999998,40.78397,-73.62631999999998,3.281,Between RT-25/Exit 40 and Glen Cove Rd/Exit 39 - Accident.,Long Island Expy W,Old Westbury,Nassau,NY,11568,US,US/Eastern,KFRG,2017-09-07 20:53:00,66.0,,54.0,29.97,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7679906,Source1,3,2017-09-07 21:25:36,2017-09-08 03:25:36,40.81573,-73.93097,40.81067,-73.93103,0.35,At 138th St/Grand Concourse/Exit 3 - Accident.,Major Deegan Expy N,Bronx,Bronx,NY,10451,US,US/Eastern,KLGA,2017-09-07 21:51:00,69.1,,51.0,29.99,10.0,West,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7680309,Source1,4,2017-09-08 10:03:51,2017-09-08 16:03:51,42.39085,-74.13074,42.386518,-74.123737,0.466,Closed at Elliott Pl - Road closed due to accident., Route 145,East Durham,Greene,NY,12423-1426,US,US/Eastern,KALB,2017-09-08 09:51:00,57.0,,83.0,30.08,10.0,SSE,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680310,Source1,4,2017-09-08 10:03:51,2017-09-08 16:03:51,42.386518,-74.123737,42.39085,-74.13074,0.466,Closed at Shady Glen Rd - Road closed due to accident., Route 145,East Durham,Greene,NY,12423-1426,US,US/Eastern,KALB,2017-09-08 09:51:00,57.0,,83.0,30.08,10.0,SSE,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680312,Source1,3,2017-09-08 11:00:55,2017-09-08 17:00:55,43.1575,-77.66535999999998,43.15698,-77.65442,0.5529999999999999,At Mt Read Blvd/Exit 10 - Accident.,I-490 E,Rochester,Monroe,NY,14611,US,US/Eastern,KROC,2017-09-08 10:54:00,59.0,,81.0,30.12,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680314,Source1,2,2017-09-08 12:21:55,2017-09-08 18:21:55,43.196337,-77.578852,43.193879,-77.590703,0.621,Between Goodman St and Carter St - Accident.,Keeler Expy W,Rochester,Monroe,NY,14621,US,US/Eastern,KROC,2017-09-08 11:54:00,57.0,,81.0,30.14,7.0,NW,8.1,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680319,Source1,2,2017-09-08 13:26:25,2017-09-08 19:26:25,42.10186,-76.24984,42.085598,-76.281463,1.973,Between RT-434/Exit 64 and Owego Rest Area - Accident.,Southern Tier Expy W,Owego,Tioga,NY,13827,US,US/Eastern,KBGM,2017-09-08 13:53:00,59.0,,67.0,30.12,10.0,WSW,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680329,Source1,2,2017-09-08 15:21:10,2017-09-08 21:21:10,42.90448,-78.76677,42.93657,-78.76626,2.217,Between Walden Ave/Exit 52 and RT-33/Exit 51 - Accident.,I-90 E,Buffalo,Erie,NY,14225,US,US/Eastern,KBUF,2017-09-08 14:54:00,57.0,,83.0,30.17,10.0,SSE,10.4,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680333,Source1,3,2017-09-08 16:30:51,2017-09-08 22:30:51,42.74085,-73.69169000000002,42.739649,-73.686327,0.285,Between US-9 and 6th Ave - Accident.,Collar City Brg,Troy,Albany,NY,12183,US,US/Eastern,KALB,2017-09-08 16:51:00,59.0,,75.0,30.1,10.0,WSW,8.1,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680352,Source1,3,2017-09-08 05:27:06,2017-09-08 11:27:06,40.806861,-73.8329,40.79563,-73.82568,0.863,At Bronx Whitestone Bridge - Accident.,Bronx Whitestone Brg S,Bronx,Bronx,NY,10465,US,US/Eastern,KLGA,2017-09-08 05:51:00,63.0,,63.0,30.06,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7680354,Source1,2,2017-09-08 05:46:36,2017-09-08 11:46:36,40.8195,-73.93075999999998,40.81786,-73.93083,0.113,At 149th St/Exit 4 - Accident.,Major Deegan Expy S,Bronx,Bronx,NY,10451,US,US/Eastern,KLGA,2017-09-08 05:51:00,63.0,,63.0,30.06,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7680357,Source1,2,2017-09-08 06:18:51,2017-09-08 12:18:51,40.58549,-74.19232,40.59463,-74.19218000000002,0.632,At Victory Blvd/Exit 7 - Accident.,W Shore Expy N,Staten Island,Richmond,NY,10314,US,US/Eastern,KLDJ,2017-09-08 06:35:00,55.8,,81.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7680358,Source1,2,2017-09-08 06:36:51,2017-09-08 12:36:51,40.58549,-74.19232,40.59463,-74.19218000000002,0.632,At Victory Blvd/Exit 7 - Accident.,W Shore Expy N,Staten Island,Richmond,NY,10314,US,US/Eastern,KLDJ,2017-09-08 06:35:00,55.8,,81.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680359,Source1,2,2017-09-08 06:36:51,2017-09-08 12:36:51,40.59308,-74.19303000000002,40.58676,-74.19286,0.4370000000000001,At Victory Blvd/Exit 7 - Accident.,W Shore Expy S,Staten Island,Richmond,NY,10314,US,US/Eastern,KLDJ,2017-09-08 06:35:00,55.8,,81.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680360,Source1,3,2017-09-08 06:35:21,2017-09-08 12:35:21,40.68625,-73.71311,40.68823,-73.72277,0.524,Between Central Ave/Linden Blvd/Exit 13 and Elmont Rd - Accident.,Southern State Pkwy W,Valley Stream,Nassau,NY,11580,US,US/Eastern,KJFK,2017-09-08 06:51:00,60.1,,75.0,30.09,10.0,WSW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680362,Source1,3,2017-09-08 06:55:36,2017-09-08 12:55:36,40.60177,-74.06107,40.61069000000001,-74.03174,1.6569999999999998,Between I-278/Verrazano-Narrows Brg and Belt Pky - Accident.,I-278 E,Staten Island,Richmond,NY,10305,US,US/Eastern,KEWR,2017-09-08 06:51:00,55.0,,86.0,30.09,10.0,SW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680393,Source1,2,2017-09-08 09:17:21,2017-09-08 15:17:21,41.50394,-73.67945,41.47137,-73.64745,2.794,At RT-311/Exit 18 - Accident.,I-84 E,Carmel,Putnam,NY,10512,US,US/Eastern,KDXR,2017-09-08 08:53:00,59.0,,81.0,30.09,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680402,Source1,2,2017-09-08 12:21:51,2017-09-08 18:21:51,40.634284,-74.19502,40.642027,-74.207376,0.84,Between Goethals Brg and I-95/Bayway Ave/New Jersey Tpke - Accident.,I-278 E,Staten Island,Richmond,NY,10303,US,US/Eastern,KEWR,2017-09-08 12:51:00,72.0,,46.0,30.1,10.0,West,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680403,Source1,3,2017-09-08 12:23:21,2017-09-08 18:23:21,40.77385,-73.82964,40.78451,-73.82433,0.787,Between Linden Pl/Exit 14 and 20th Ave/Exit 15 - Accident.,Whitestone Expy N,Flushing,Queens,NY,11354,US,US/Eastern,KLGA,2017-09-08 12:51:00,71.1,,49.0,30.09,10.0,NW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680411,Source1,2,2017-09-08 14:25:36,2017-09-08 20:25:36,40.78086,-73.6391,40.78045,-73.63591,0.1689999999999999,At Roslyn Rd/Exit 29 - Accident.,Roslyn Rd,Roslyn Heights,Nassau,NY,11577,US,US/Eastern,KLGA,2017-09-08 14:51:00,73.0,,41.0,30.09,10.0,West,13.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680415,Source1,2,2017-09-08 14:51:51,2017-09-08 20:51:51,40.75693,-73.73925,40.75797,-73.73761999999998,0.112,At Douglaston Pky/Exit 31 - Accident.,Long Island Expy E,Little Neck,Queens,NY,11362,US,US/Eastern,KLGA,2017-09-08 14:51:00,73.0,,41.0,30.09,10.0,West,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7680443,Source1,4,2017-09-08 17:24:06,2017-09-08 23:24:06,41.42031,-73.67519,41.413613,-73.66874200000002,0.5710000000000001,Closed at Stoneleigh Ave - Road closed due to accident., Route 6,Carmel,Putnam,NY,10512-2117,US,US/Eastern,KDXR,2017-09-08 17:53:00,64.9,,58.0,30.11,10.0,West,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680444,Source1,4,2017-09-08 17:24:06,2017-09-08 23:24:06,41.413613,-73.66874200000002,41.42031,-73.67519,0.5710000000000001,Closed at Church St - Road closed due to accident., Route 6,Carmel,Putnam,NY,10512-2355,US,US/Eastern,KDXR,2017-09-08 17:53:00,64.9,,58.0,30.11,10.0,West,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680451,Source1,2,2017-09-08 18:02:21,2017-09-09 00:02:21,40.78128,-73.9441,40.78418,-73.9423,0.221,At 96th St/Exit 14 - Accident.,FDR Dr N,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-09-08 17:51:00,68.0,,50.0,30.11,10.0,North,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680459,Source1,2,2017-09-08 18:27:51,2017-09-09 00:27:51,40.72531,-73.76988,40.72603,-73.76243000000002,0.393,At Francis Lewis Blvd/Exit 20 - Accident.,Grand Central Pkwy E,Hollis,Queens,NY,11423,US,US/Eastern,KJFK,2017-09-08 18:51:00,70.0,,46.0,30.12,10.0,West,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680462,Source1,2,2017-09-08 18:36:51,2017-09-09 00:36:51,40.84738,-73.92541999999997,40.83972,-73.92939,0.568,At I-95/Cross Bronx Expy/Exit 7 - Accident.,Major Deegan Expy S,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,2017-09-08 18:51:00,70.0,,49.0,30.1,10.0,WNW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680469,Source1,2,2017-09-08 20:32:21,2017-09-09 02:32:21,40.84508,-73.9192,40.84531,-73.9274,0.429,At I-87/Exit 1 - Accident.,Cross Bronx Expy W,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2017-09-08 20:51:00,66.9,,54.0,30.15,10.0,NW,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7680915,Source1,4,2017-09-09 17:27:06,2017-09-09 23:27:06,43.509952,-73.41772399999998,43.542037,-73.40816099999998,2.268,Closed at 7th Ave - Road closed due to accident., Old State Rd,Whitehall,Washington,NY,12887-2321,US,US/Eastern,KGFL,2017-09-09 17:53:00,62.1,,67.0,30.29,10.0,NE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680916,Source1,4,2017-09-09 21:03:51,2017-09-10 03:03:51,43.509952,-73.41772399999998,43.542037,-73.40816099999998,2.268,Closed at 7th Ave - Road closed due to accident., Old State Rd,Whitehall,Washington,NY,12887-2321,US,US/Eastern,KGFL,2017-09-09 20:53:00,55.9,,84.0,30.34,10.0,NW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7680917,Source1,4,2017-09-09 22:53:25,2017-09-10 04:53:25,43.14364000000001,-78.84074,43.14327,-78.88476,2.219,Closed at Townline Rd - Road closed due to accident., Saunders Settlement Rd,Sanborn,Niagara,NY,14132-9229,US,US/Eastern,KIAG,2017-09-09 22:53:00,51.1,,80.0,30.44,10.0,Calm,,,Clear,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Night,Night
A-7680918,Source1,4,2017-09-09 22:53:25,2017-09-10 04:53:25,43.14327,-78.88476,43.14364000000001,-78.84074,2.219,Closed at Shawnee Rd - Road closed due to accident., Saunders Settlement Rd,Sanborn,Niagara,NY,14132-9448,US,US/Eastern,KIAG,2017-09-09 22:53:00,51.1,,80.0,30.44,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-7680931,Source1,4,2017-09-09 13:57:06,2017-09-09 19:57:06,40.74328,-73.77561999999998,40.74689,-73.76347,0.6829999999999999,Closed between I-295/Clearview Expy/Exit 27 and Irwin Altman/Oceania St/Exit 28 - Road closed due to accident.,Francis Lewis Blvd,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2017-09-09 13:51:00,68.0,,50.0,30.25,10.0,NNW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7680932,Source1,2,2017-09-09 15:12:06,2017-09-09 21:12:06,40.70351,-73.96003,40.7,-73.96186,0.261,At Wythe Ave/Exit 31 - Accident.,Brooklyn Queens Expy,Brooklyn,Kings,NY,11211,US,US/Eastern,KJRB,2017-09-09 15:15:00,71.6,,50.0,30.43,10.0,NNE,8.1,,Mostly Cloudy,False,False,True,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7681038,Source1,3,2017-09-10 02:02:21,2017-09-10 08:02:21,40.73098,-73.87383,40.73197,-73.87059,0.183,At Woodhaven Blvd - Accident.,Long Island Expy E,Elmhurst,Queens,NY,11373,US,US/Eastern,KLGA,2017-09-10 01:51:00,61.0,,81.0,30.29,10.0,North,13.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7681041,Source1,4,2017-09-10 03:01:36,2017-09-10 09:01:36,40.7322,-73.92489,40.73279,-73.92256,0.129,Ramp closed to I-495 and 53rd Ave/48th St - Road closed due to accident., 43rd St,Maspeth,Queens,NY,11378-1004,US,US/Eastern,KLGA,2017-09-10 02:51:00,61.0,,75.0,30.29,10.0,North,15.0,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-7681042,Source1,4,2017-09-10 03:01:36,2017-09-10 09:01:36,40.73279,-73.92256,40.73444,-73.92154000000002,0.126,Ramp closed to I-495 Westbound - Road closed due to accident., 53rd Ave,Maspeth,Queens,NY,11378,US,US/Eastern,KLGA,2017-09-10 02:51:00,61.0,,75.0,30.29,10.0,North,15.0,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7681043,Source1,4,2017-09-10 03:01:36,2017-09-10 09:01:36,40.73444,-73.92154000000002,40.73559,-73.92397,0.15,Ramp closed to I-495 Westbound - Road closed due to accident.,Brooklyn Queens Expy,Woodside,Queens,NY,11377,US,US/Eastern,KLGA,2017-09-10 02:51:00,61.0,,75.0,30.29,10.0,North,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7681044,Source1,4,2017-09-10 03:01:36,2017-09-10 09:01:36,40.73559,-73.92397,40.7363,-73.92706,0.1689999999999999,Ramp closed to Exit 35 - Road closed due to accident.,Long Island Expy W,Woodside,Queens,NY,11377,US,US/Eastern,KLGA,2017-09-10 02:51:00,61.0,,75.0,30.29,10.0,North,15.0,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7681055,Source1,4,2017-09-10 06:56:21,2017-09-10 12:56:21,40.73629,-73.84483,40.74381,-73.84666999999997,0.528,Closed at I-495/Long Island Expy/Exit 10 - Road closed due to accident.,Grand Central Pkwy W,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2017-09-10 06:51:00,59.0,,78.0,30.34,10.0,NNE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
